full_sample_id,timepoint,date,species,month,site,file.name,series,histo company,scale,units,sex,stage,length,width,total gametes,Notes,
AST-1636-TP6,TP6,7/23/21,Astrangia poculata,July,FW,Image_AST_1636.vsi,14,NOVA,7.3049,microns,female,4,99.648,47.337,50,,
AST-1636-TP6,TP6,7/23/21,Astrangia poculata,July,FW,Image_AST_1636.vsi,14,NOVA,7.3049,microns,female,4,137.482,38.029,50,,
AST-2566-TP6,TP6,7/23/21,Astrangia poculata,July,FW,Image_AST_2566_2.vsi,20,NOVA,3.6524,microns,NA,0,0,0,0,,
AST-1187-TP6,TP6,7/23/21,Astrangia poculata,July,FW,AST-1187-TP6.vsi,14,PP,3.6524,microns,female,3,58.102,35.491,1,,
AST-1141-TP7,TP7,8/25/21,Astrangia poculata,August,ENDV,Image_AST_1141_2.vsi,20,NOVA,3.6525,microns,NA,0,0,0,0,Exists on tank data and in boxes,
AST-1204-TP7,TP7,8/25/21,Astrangia poculata,August,ENDV,Image_AST_1204_1.vsi,20,NOVA,3.6525,microns,NA,0,0,0,0,,
AST-2279-TP7,TP7,8/25/21,Astrangia poculata,August,,A-AST-2279-TP7.vsi,14,PP,3.6547,microns,NA,0,0,0,0,,
AST-1242-TP7,TP7,8/25/21,Astrangia poculata,August,ENDV,Image_AST_2372_2.vsi,20,NOVA,3.6525,microns,NA,0,0,0,0,,
AST-2372-TP7,TP7,8/25/21,Astrangia poculata,August,ENDV,Image_AST_2372.vsi,20,NOVA,7.3049,microns,NA,0,0,0,0,,
AST-1043-TP7,TP7,8/25/21,Astrangia poculata,August,ENDV,A-AST-1043-TP7.vsi,14,PP,3.6525,microns,NA,0,0,0,0,,
AST-2290-TP7,TP7,8/25/21,Astrangia poculata,August,ENDV,Image_AST_2290_2.vsi,20,NOVA,3.6525,microns,NA,0,0,0,0,,
AST-1247-TP7,TP7,8/25/21,Astrangia poculata,August,ENDV,Image_AST_1247_2.vsi,20,NOVA,3.6525,microns,NA,0,0,0,0,,
_FLD-10-TP2_,TP2,4/11/21,Astrangia poculata,April,,Image_FLD_10_TP2.vsi,20,NOVA,7.3049,microns,NA,0,0,0,0,,
_FLD-4-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-4-TP2.vsi,14,PP,3.6547,microns,female,1,23.633,14.228,50,,
_FLD-4-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-4-TP2.vsi,14,PP,3.6547,microns,female,1,23.957,18.133,50,,
_FLD-4-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-4-TP2.vsi,14,PP,3.6547,microns,female,1,29.99,16.164,50,,
_FLD-4-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-4-TP2.vsi,14,PP,3.6547,microns,female,2,36.268,29.113,50,,
_FLD-4-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-4-TP2.vsi,14,PP,3.6547,microns,female,2,32.579,24.577,50,,
_FLD-4-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-4-TP2.vsi,14,PP,3.6547,microns,female,2,36.268,23.095,50,,
_FLD-4-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-4-TP2.vsi,14,PP,3.6547,microns,female,3,62.167,36.792,50,,
_FLD-4-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-4-TP2.vsi,14,PP,3.6547,microns,female,3,59.877,34.753,50,,
_FLD-4-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-4-TP2.vsi,14,PP,3.6547,microns,female,3,59.488,39.47,50,,
_FLD-1-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-1-TP2.vsi,19,PP,3.6548,microns,male,1,19.987,14.113,50,,
_FLD-1-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-1-TP2.vsi,19,PP,3.6548,microns,male,1,20.132,16.832,50,,
_FLD-1-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-1-TP2.vsi,19,PP,3.6548,microns,male,1,18.954,17.314,50,,
_FLD-5-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-5-TP2.vsi,14,PP,3.6547,microns,female,1,26.064,15.244,50,,
_FLD-5-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-5-TP2.vsi,14,PP,3.6547,microns,female,1,28.759,24.892,50,,
_FLD-5-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-5-TP2.vsi,14,PP,3.6547,microns,female,1,20.686,17.867,50,,
_FLD-5-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-5-TP2.vsi,14,PP,3.6547,microns,female,2,45.026,27.952,50,,
_FLD-5-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-5-TP2.vsi,14,PP,3.6547,microns,female,2,37.436,23.069,50,,
_FLD-5-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-5-TP2.vsi,14,PP,3.6547,microns,female,2,36.631,24.504,50,,
_FLD-5-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-5-TP2.vsi,14,PP,3.6547,microns,female,3,108.255,54.201,50,,
_FLD-5-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-5-TP2.vsi,14,PP,3.6547,microns,female,3,92.176,59.855,50,,
_FLD-5-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-5-TP2.vsi,14,PP,3.6547,microns,female,3,78.835,42.85,50,,
_FLD-6-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-6-TP2.vsi,14,PP,3.6547,microns,female,1,25.127,13.93,50,,
_FLD-6-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-6-TP2.vsi,14,PP,3.6547,microns,female,1,23.13,14.546,50,,
_FLD-6-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-6-TP2.vsi,14,PP,3.6547,microns,female,1,22.7003,18.897,50,,
_FLD-6-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-6-TP2.vsi,14,PP,3.6547,microns,female,2,46.434,29.653,50,,
_FLD-6-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-6-TP2.vsi,14,PP,3.6547,microns,female,2,42.66,26.087,50,,
_FLD-6-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-6-TP2.vsi,14,PP,3.6547,microns,female,2,47.722,27.335,50,,
_FLD-6-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-6-TP2.vsi,14,PP,3.6547,microns,female,3,73.989,51.059,50,,
_FLD-6-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-6-TP2.vsi,14,PP,3.6547,microns,female,3,86.456,56.596,50,,
_FLD-6-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-6-TP2.vsi,14,PP,3.6547,microns,female,3,106.579,73.61,50,,
_FLD-2-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-2-TP2.vsi,14,PP,3.6547,microns,NA,0,0,0,0,,
_FLD-11-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-11-TP2.vsi,14,PP,3.6525,microns,male,1,23.633,18.125,13,,
_FLD-11-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-11-TP2.vsi,14,PP,3.6525,microns,male,1,24.239,19.738,13,,
_FLD-11-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-11-TP2.vsi,14,PP,3.6525,microns,male,1,24.406,18.678,13,,
_FLD-11-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-11-TP2.vsi,14,PP,3.6525,microns,male,2,47.331,37.76,13,,
_FLD-11-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-11-TP2.vsi,14,PP,3.6525,microns,male,2,43.4,32.853,13,,
_FLD-11-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-11-TP2.vsi,14,PP,3.6525,microns,male,2,37.74,27.235,13,,
_FLD-3-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-3-TP2.vsi,14,PP,3.6547,microns,male,1,34.317,17.608,43,,
_FLD-3-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-3-TP2.vsi,14,PP,3.6547,microns,male,1,30.118,23.027,43,,
_FLD-3-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-3-TP2.vsi,14,PP,3.6547,microns,male,1,36.33,27.911,43,,
_FLD-3-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-3-TP2.vsi,14,PP,3.6547,microns,male,2,44.771,29.086,43,,
_FLD-3-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-3-TP2.vsi,14,PP,3.6547,microns,male,2,54.601,31.656,43,,
_FLD-3-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-3-TP2.vsi,14,PP,3.6547,microns,male,2,53.876,37.537,43,,
_FLD-3-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-3-TP2.vsi,14,PP,3.6547,microns,male,3,73.991,30.995,43,,
_FLD-3-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-3-TP2.vsi,14,PP,3.6547,microns,male,3,62.282,36.01,43,,
_FLD-7-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-7-TP2.vsi,14,PP,3.6547,microns,NA,0,0,0,0,,
_FLD-8-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-8-TP2.vsi,14,PP,3.6547,microns,female,1,16.088,9.743,50,,
_FLD-8-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-8-TP2.vsi,14,PP,3.6547,microns,female,1,14.666,9.865,50,,
_FLD-8-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-8-TP2.vsi,14,PP,3.6547,microns,female,1,14.696,11.39,50,,
_FLD-8-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-8-TP2.vsi,14,PP,3.6547,microns,female,2,28.087,14.016,50,,
_FLD-8-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-8-TP2.vsi,14,PP,3.6547,microns,female,2,43.737,36.89,50,,
_FLD-8-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-8-TP2.vsi,14,PP,3.6547,microns,female,2,45.348,23.83,50,,
_FLD-8-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-8-TP2.vsi,14,PP,3.6547,microns,female,3,65.114,42.264,50,,
_FLD-8-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-8-TP2.vsi,14,PP,3.6547,microns,female,3,51.881,37.305,50,,
_FLD-8-TP2_,TP2,4/11/21,Astrangia poculata,April,,FLD-8-TP2.vsi,14,PP,3.6547,microns,female,3,44.886,43.274,50,,
_FLD-9-TP2_,TP2,4/11/21,Astrangia poculata,April,,Image_FLD_9_TP2.vsi,14,NOVA,7.3049,microns,female,2,25.055,22.92,26,,
_FLD-9-TP2_,TP2,4/11/21,Astrangia poculata,April,,Image_FLD_9_TP2.vsi,14,NOVA,7.3049,microns,female,2,22.399,15.814,26,,
_FLD-9-TP2_,TP2,4/11/21,Astrangia poculata,April,,Image_FLD_9_TP2.vsi,14,NOVA,7.3049,microns,female,2,25.765,18.878,26,,
_FLD-9-TP2_,TP2,4/11/21,Astrangia poculata,April,,Image_FLD_9_TP2.vsi,14,NOVA,7.3049,microns,female,3,44.381,35.795,26,,
_FLD-9-TP2_,TP2,4/11/21,Astrangia poculata,April,,Image_FLD_9_TP2.vsi,14,NOVA,7.3049,microns,female,3,48.026,33.493,26,,
_FLD-9-TP2_,TP2,4/11/21,Astrangia poculata,April,,Image_FLD_9_TP2.vsi,14,NOVA,7.3049,microns,female,3,46.865,26.067,26,,
_FLD-7-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-7-TP3.vsi,14,PP,3.6547,microns,male,1,33.002,19.829,15,,
_FLD-7-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-7-TP3.vsi,14,PP,3.6547,microns,male,1,32.04,21.896,15,,
_FLD-7-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-7-TP3.vsi,14,PP,3.6547,microns,male,1,27.427,16.902,15,,
_FLD-7-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-7-TP3.vsi,14,PP,3.6547,microns,male,2,55.691,30.138,15,,
_FLD-7-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-7-TP3.vsi,14,PP,3.6547,microns,male,2,48.602,34.544,15,,
_FLD-7-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-7-TP3.vsi,14,PP,3.6547,microns,male,2,58.043,34.021,15,,
_FLD-11-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-11-TP3.vsi,14,PP,3.6547,microns,female,2,44.205,15.794,50,,
_FLD-11-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-11-TP3.vsi,14,PP,3.6547,microns,female,2,41.435,23.677,50,,
_FLD-11-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-11-TP3.vsi,14,PP,3.6547,microns,female,2,38.404,18.87,50,,
_FLD-11-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-11-TP3.vsi,14,PP,3.6547,microns,female,3,68.214,32.912,50,,
_FLD-11-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-11-TP3.vsi,14,PP,3.6547,microns,female,3,70.348,29.873,50,,
_FLD-11-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-11-TP3.vsi,14,PP,3.6547,microns,female,3,55.598,31.312,50,,
_FLD-10-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-10-TP3.vsi,14,PP,3.6525,microns,female,2,28.851,23.841,27,,
_FLD-10-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-10-TP3.vsi,14,PP,3.6525,microns,female,2,29.132,21.454,27,,
_FLD-10-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-10-TP3.vsi,14,PP,3.6525,microns,female,2,28.635,20181,27,,
_FLD-10-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-10-TP3.vsi,14,PP,3.6525,microns,female,3,38.31,33.088,27,,
_FLD-10-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-10-TP3.vsi,14,PP,3.6525,microns,female,3,51.084,37.795,27,,
_FLD-10-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-10-TP3.vsi,14,PP,3.6525,microns,female,3,42.34,28.9,27,,
_FLD-8-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-8-TP3.vsi,14,PP,3.6547,microns,female,1,22.671,13.979,4,,
_FLD-8-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-8-TP3.vsi,14,PP,3.6547,microns,female,1,17.031,10.419,4,,
_FLD-8-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-8-TP3.vsi,14,PP,3.6547,microns,female,2,45.838,24.765,4,,
_FLD-8-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-8-TP3.vsi,14,PP,3.6547,microns,female,2,32.7,20.522,4,,
_FLD-12-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-12-TP3.vsi,14,PP,3.6525,microns,NA,0,0,0,0,,
_FLD-13-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-13-TP3.vsi,14,PP,3.6547,microns,female,1,23.588,9.854,13,,
_FLD-13-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-13-TP3.vsi,14,PP,3.6547,microns,female,1,26.542,12.634,13,,
_FLD-13-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-13-TP3.vsi,14,PP,3.6547,microns,female,1,32.106,13.944,13,,
_FLD-13-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-13-TP3.vsi,14,PP,3.6547,microns,female,2,32.106,13.944,13,,
_FLD-13-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-13-TP3.vsi,14,PP,3.6547,microns,female,2,35.853,24.024,13,,
_FLD-13-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-13-TP3.vsi,14,PP,3.6547,microns,female,2,41.816,27.088,13,,
_FLD-13-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-13-TP3.vsi,14,PP,3.6547,microns,female,3,55.064,42.418,13,,
_FLD-4-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-4-TP3.vsi,14,PP,3.6547,microns,NA,0,0,0,0,,
_FLD-2-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-2-TP3.vsi,14,PP,3.6547,microns,NA,0,0,0,0,,
_FLD-3-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-3-TP3.vsi,14,PP,3.6547,microns,female,1,21.023,12.15,33,,
_FLD-3-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-3-TP3.vsi,14,PP,3.6547,microns,female,1,14.322,8.756,33,,
_FLD-3-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-3-TP3.vsi,14,PP,3.6547,microns,female,1,13.007,6.857,33,,
_FLD-3-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-3-TP3.vsi,14,PP,3.6547,microns,female,2,38.914,15.67,33,,
_FLD-3-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-3-TP3.vsi,14,PP,3.6547,microns,female,2,36.602,15.175,33,,
_FLD-3-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-3-TP3.vsi,14,PP,3.6547,microns,female,2,33.666,21.793,33,,
_FLD-3-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-3-TP3.vsi,14,PP,3.6547,microns,female,3,61.376,30.191,33,,
_FLD-3-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-3-TP3.vsi,14,PP,3.6547,microns,female,3,62.421,24.68,33,,
_FLD-3-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-3-TP3.vsi,14,PP,3.6547,microns,female,3,54.888,22.675,33,,
_FLD-9-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-9-TP3.vsi,14,PP,3.6547,microns,female,1,27.098,16.33,50,,
_FLD-9-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-9-TP3.vsi,14,PP,3.6547,microns,female,1,27.187,12.237,50,,
_FLD-9-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-9-TP3.vsi,14,PP,3.6547,microns,female,1,29.835,13.114,50,,
_FLD-9-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-9-TP3.vsi,14,PP,3.6547,microns,female,2,44.809,26.274,50,,
_FLD-9-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-9-TP3.vsi,14,PP,3.6547,microns,female,2,47.242,35.739,50,,
_FLD-9-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-9-TP3.vsi,14,PP,3.6547,microns,female,2,45.288,24.103,50,,
_FLD-9-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-9-TP3.vsi,14,PP,3.6547,microns,female,3,57.464,44.409,50,,
_FLD-9-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-9-TP3.vsi,14,PP,3.6547,microns,female,3,52.818,39.903,50,,
_FLD-9-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-9-TP3.vsi,14,PP,3.6547,microns,female,3,66.237,51.5,50,,
_FLD-1_TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-1-TP3,22,PP,3.6547,microns,male,1,18.848,10.904,19,,
_FLD-1_TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-1-TP3,22,PP,3.6547,microns,male,1,19.665,16.069,19,,
_FLD-1_TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-1-TP3,22,PP,3.6547,microns,male,1,23.181,12.999,19,,
_FLD-1_TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-1-TP3,22,PP,3.6547,microns,male,2,29.783,22.437,19,,
_FLD-1_TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-1-TP3,22,PP,3.6547,microns,male,2,38.563,16.153,19,,
_FLD-1_TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-1-TP3,22,PP,3.6547,microns,male,2,38.435,20.227,19,,
_FLD-5-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-5-TP3.vsi,14,PP,3.6547,microns,female,1,19.394,16.96,50,,
_FLD-5-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-5-TP3.vsi,14,PP,3.6547,microns,female,1,15.432,12.613,50,,
_FLD-5-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-5-TP3.vsi,14,PP,3.6547,microns,female,1,31.365,20.521,50,,
_FLD-5-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-5-TP3.vsi,14,PP,3.6547,microns,female,2,42.755,32.473,50,,
_FLD-5-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-5-TP3.vsi,14,PP,3.6547,microns,female,2,58.304,32.108,50,,
_FLD-5-TP3_,TP3,4/29/21,Astrangia poculata,April,,FLD-5-TP3.vsi,14,PP,3.6547,microns,female,2,55.095,35.639,50,,
_01FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,01FLD-3-TP4.vsi,14,PP,3.6547,microns,female,1,15.67,13.179,50,,
_01FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,01FLD-3-TP4.vsi,14,PP,3.6547,microns,female,1,12.88,12.051,50,,
_01FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,01FLD-3-TP4.vsi,14,PP,3.6547,microns,female,1,13.145,9.85,50,,
_01FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,01FLD-3-TP4.vsi,14,PP,3.6547,microns,female,2,32.513,15.869,50,,
_01FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,01FLD-3-TP4.vsi,14,PP,3.6547,microns,female,2,25.173,14.228,50,,
_01FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,01FLD-3-TP4.vsi,14,PP,3.6547,microns,female,2,35.202,12.586,50,,
_01FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,01FLD-3-TP4.vsi,14,PP,3.6547,microns,female,3,66.494,36.504,50,,
_01FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,01FLD-3-TP4.vsi,14,PP,3.6547,microns,female,3,46.256,43.573,50,,
_01FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,01FLD-3-TP4.vsi,14,PP,3.6547,microns,female,3,68.881,39.164,50,,
_01FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,01FLD-3-TP4.vsi,14,PP,3.6547,microns,female,4,84.677,49.842,50,,
_01FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,01FLD-3-TP4.vsi,14,PP,3.6547,microns,female,4,85.011,47.567,50,,
_01FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,01FLD-3-TP4.vsi,14,PP,3.6547,microns,female,4,86.034,54.934,50,,
_FLD-1-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-1-TP4.vsi,19,PP,3.6547,microns,female,1,23.346,22.998,50,,
_FLD-1-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-1-TP4.vsi,19,PP,3.6547,microns,female,1,24.638,19.768,50,,
_FLD-1-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-1-TP4.vsi,19,PP,3.6547,microns,female,1,21.546,17.451,50,,
_FLD-1-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-1-TP4.vsi,19,PP,3.6547,microns,female,2,34.17,27.074,50,,
_FLD-1-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-1-TP4.vsi,19,PP,3.6547,microns,female,2,29.55,28.834,50,,
_FLD-1-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-1-TP4.vsi,19,PP,3.6547,microns,female,2,38.819,19.988,50,,
_FLD-1-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-1-TP4.vsi,19,PP,3.6547,microns,female,3,63.224,33.843,50,,
_FLD-1-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-1-TP4.vsi,19,PP,3.6547,microns,female,3,64.657,33.814,50,,
_FLD-1-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-1-TP4.vsi,19,PP,3.6547,microns,female,3,66.202,33.744,50,,
_FLD-1-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-1-TP4.vsi,19,PP,3.6547,microns,female,4,92.227,65.707,50,,
_FLD-1-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-1-TP4.vsi,19,PP,3.6547,microns,female,4,71.9,44.126,50,,
_FLD-5-TP4_,TP4,6/4/21,Astrangia poculata,June,,Image_FLD_5_TP4_1.vsi,,NOVA,3.6525,microns,female,2,14.549,10.067,39,,
_FLD-5-TP4_,TP4,6/4/21,Astrangia poculata,June,,Image_FLD_5_TP4_1.vsi,,NOVA,3.6525,microns,female,2,23.541,11.511,39,,
_FLD-5-TP4_,TP4,6/4/21,Astrangia poculata,June,,Image_FLD_5_TP4_1.vsi,,NOVA,3.6525,microns,female,2,16.215,14.692,39,,
_FLD-5-TP4_,TP4,6/4/21,Astrangia poculata,June,,Image_FLD_5_TP4_1.vsi,,NOVA,3.6525,microns,female,3,35.754,34.53,39,,
_FLD-5-TP4_,TP4,6/4/21,Astrangia poculata,June,,Image_FLD_5_TP4_1.vsi,,NOVA,3.6525,microns,female,3,33.405,29.532,39,,
_FLD-5-TP4_,TP4,6/4/21,Astrangia poculata,June,,Image_FLD_5_TP4_1.vsi,,NOVA,3.6525,microns,female,3,39.862,36.155,39,,
_FLD-2_TP4_,TP4,6/4/21,Astrangia poculata,June,,Image_training.vsi,14,PP,3.6547,microns,male,2,53.002,46.957,50,,
_FLD-2_TP4_,TP4,6/4/21,Astrangia poculata,June,,Image_training.vsi,14,PP,3.6547,microns,male,2,58.798,39.825,50,,
_FLD-2_TP4_,TP4,6/4/21,Astrangia poculata,June,,Image_training.vsi,14,PP,3.6547,microns,male,2,57.306,43.417,50,,
_FLD-2_TP4_,TP4,6/4/21,Astrangia poculata,June,,Image_training.vsi,14,PP,3.6547,microns,male,3,165.027,90.022,50,,
_FLD-2_TP4_,TP4,6/4/21,Astrangia poculata,June,,Image_training.vsi,14,PP,3.6547,microns,male,3,157.001,81.609,50,,
_FLD-2_TP4_,TP4,6/4/21,Astrangia poculata,June,,Image_training.vsi,14,PP,3.6547,microns,male,3,84.095,72.835,50,,
_FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-3-TP4.vsi,22,PP,3.6547,microns,male,2,37.567,32.485,50,,
_FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-3-TP4.vsi,22,PP,3.6547,microns,male,2,40.794,24.265,50,,
_FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-3-TP4.vsi,22,PP,3.6547,microns,male,2,43.897,25.558,50,,
_FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-3-TP4.vsi,22,PP,3.6547,microns,male,3,61.537,43.456,50,,
_FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-3-TP4.vsi,22,PP,3.6547,microns,male,3,59.531,41.272,50,,
_FLD-3-TP4_,TP4,6/4/21,Astrangia poculata,June,,FLD-3-TP4.vsi,22,PP,3.6547,microns,male,3,56.191,52.956,50,,
_AST-FLD-TP4_,TP4,6/4/21,Astrangia poculata,June,,AST-FLD-TP4.vsi,14,PP,3.6547,microns,female,2,21.553,19.319,50,,
_AST-FLD-TP4_,TP4,6/4/21,Astrangia poculata,June,,AST-FLD-TP4.vsi,14,PP,3.6547,microns,female,2,19.542,12.479,50,,
_AST-FLD-TP4_,TP4,6/4/21,Astrangia poculata,June,,AST-FLD-TP4.vsi,14,PP,3.6547,microns,female,2,18.754,10.473,50,,
